t(sec)	BaseTemp(C)	D1C(A)	D2C(A)	D1T(C)	D2T(C)	VT(C)	LBOT(C)	ET(C)	Power(W)
22534.9	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
22555.2	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3640.0
22575.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
22595.8	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3641.0
22616.0	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
22636.4	 31.96	 45.4	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
22656.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
22676.9	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3644.0
22697.2	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3641.0
22717.5	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3642.0
22737.8	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
22758.0	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
22778.3	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3643.0
22798.6	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3636.0
22818.9	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
22839.1	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
22859.4	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
22879.7	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
22900.0	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3640.0
22920.2	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
22940.5	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3641.0
22960.8	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3639.0
22981.1	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3639.0
23001.4	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3643.0
23021.6	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
23041.9	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3642.0
23062.2	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3640.0
23082.5	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
23102.8	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3640.0
23123.1	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
23143.4	 31.99	 45.4	 45.9	  25.6	  22.9	   30.0	  147.7	  51.0	3642.0
23163.6	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3635.0
23183.9	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
23204.2	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3641.0
23224.5	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
23244.7	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
23265.0	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3639.0
23285.3	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
23305.6	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3641.0
23325.9	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
23346.1	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
23366.4	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
23386.6	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
23406.9	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
23427.2	 32.03	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3647.0
23447.5	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
23467.8	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
23488.1	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
23508.4	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
23528.7	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
23549.0	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
23569.3	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
23589.6	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3642.0
23609.9	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
23630.2	 31.97	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
23650.5	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
23670.8	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
23691.1	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3643.0
23711.3	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3639.0
23731.6	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3641.0
23751.9	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
23772.2	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3634.0
23792.5	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
23812.8	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3644.0
23833.0	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3642.0
23853.3	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
23873.6	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
23893.9	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
23914.2	 32.00	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3640.0
23934.5	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
23954.7	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
23975.0	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
23995.3	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
24015.6	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
24035.9	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
24056.1	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
24076.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
24096.8	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
24117.1	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
24137.4	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3643.0
24157.7	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
24178.0	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
24198.3	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3646.0
24218.6	 32.02	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
24238.8	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
24259.1	 32.02	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3643.0
24279.4	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3644.0
24299.7	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
24320.0	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
24340.3	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
24360.6	 32.00	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
24380.9	 32.01	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3644.0
24401.3	 32.01	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
24421.6	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
24441.9	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
24462.3	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
24482.6	 31.99	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
24502.9	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
24523.2	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3647.0
24543.5	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
24563.8	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
24584.1	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
24604.4	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
24624.7	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
24644.9	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3640.0
24665.3	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
24685.7	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
24706.0	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3642.0
24726.3	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
24746.7	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
24767.0	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
24787.3	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
24807.5	 31.97	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
24827.8	 31.97	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
24848.1	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
24868.4	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
24888.7	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3647.0
24909.0	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
24929.3	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
24949.6	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
24969.9	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
24990.2	 31.99	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
25010.4	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
25030.7	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
25051.0	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3645.0
25071.2	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
25091.5	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
25111.8	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
25132.1	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
25152.3	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
25172.6	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
25192.9	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3643.0
25213.1	 31.93	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
25233.4	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
25253.7	 31.94	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3648.0
25274.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3646.0
25294.3	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
25314.6	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
25334.9	 31.96	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
25355.2	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
25375.4	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
25395.7	 31.94	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
25416.0	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
25436.3	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
25456.6	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3648.0
25476.8	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
25497.1	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
25517.4	 32.00	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
25537.6	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
25558.0	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
25578.2	 32.00	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
25598.5	 32.00	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
25618.8	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
25639.1	 31.99	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
25659.4	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
25679.6	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
25699.9	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3642.0
25720.2	 32.02	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
25740.5	 32.02	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
25760.7	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
25781.0	 31.99	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
25801.3	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
25821.5	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
25841.8	 31.97	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
25862.1	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
25882.3	 32.00	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
25902.6	 31.99	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
25922.8	 31.99	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  50.9	3650.0
25943.1	 32.00	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
25963.4	 32.00	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
25983.7	 31.99	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
26004.0	 31.99	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
26024.3	 31.96	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
26044.5	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
26064.8	 31.99	 45.2	 45.6	  25.6	  22.9	   29.9	  147.8	  51.0	3653.0
26085.1	 31.99	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
26105.4	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3646.0
26125.7	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
26145.9	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
26166.2	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
26186.5	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
26206.8	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
26227.0	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
26247.3	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
26267.6	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
26287.8	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
26308.1	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
26328.4	 31.97	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
26348.7	 31.99	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
26369.0	 31.99	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3652.0
26389.2	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
26409.5	 31.97	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3646.0
26429.8	 31.99	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3645.0
26450.1	 31.99	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
26470.3	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
26490.6	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
26510.8	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
26531.1	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
26551.4	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
26571.7	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
26592.0	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
26612.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
26632.5	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3653.0
26652.7	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
26673.0	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
26693.3	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
26713.5	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
26733.8	 31.94	 45.1	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3650.0
26754.1	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
26774.4	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3642.0
26794.7	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
26815.0	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3652.0
26835.2	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
26855.5	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
26875.8	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  50.9	3652.0
26896.1	 31.97	 45.1	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3654.0
26916.4	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3654.0
26936.6	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
26956.9	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
26977.2	 31.94	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
26997.5	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
27017.8	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
27038.0	 31.94	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
27058.3	 31.93	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
27078.6	 31.93	 45.1	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3653.0
27098.9	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
27119.2	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
27139.5	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3654.0
27159.7	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
27180.0	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
27200.3	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  50.9	3652.0
27220.6	 31.94	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3657.0
27240.9	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
27261.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3655.0
27281.4	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
27301.7	 31.96	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
27322.0	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3654.0
27342.3	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
27362.5	 31.97	 45.2	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
27382.9	 31.97	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
27403.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
27423.5	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
27443.8	 31.94	 45.2	 45.5	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
27464.1	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
27484.3	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
27504.6	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3641.0
27524.9	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
27545.2	 31.94	 45.2	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
27565.5	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3656.0
27585.8	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
27606.1	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
27626.4	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
27646.7	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
27666.9	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3656.0
27687.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3654.0
27707.5	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3655.0
27727.8	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
27748.1	 31.93	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3657.0
27768.4	 31.94	 45.2	 45.6	  25.6	  22.9	   30.1	  147.8	  51.0	3652.0
27788.6	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
27808.9	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3656.0
27829.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
27849.5	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
27869.8	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
27890.0	 31.96	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3656.0
27910.3	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3656.0
27930.6	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  50.9	3654.0
27950.9	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3657.0
27971.1	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
27991.4	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
28011.8	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
28032.0	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3656.0
28052.3	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3658.0
28072.6	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3656.0
28092.8	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
28113.2	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
28133.5	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
28153.7	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
