t(sec)	BaseTemp(C)	D1C(A)	D2C(A)	D1T(C)	D2T(C)	VT(C)	LBOT(C)	ET(C)	Power(W)
   0.3	 20.34	  0.5	  0.4\  25.6	  22.9	   20.7	  147.8	  51.0	  0.0
  20.5	 20.36	  8.0	  8.3\  25.7	  22.8	   22.3	  147.7	  51.0	  5.0
  40.9	 20.36	 21.3	 21.5\  25.7	  23.3	   27.8	  147.8	  51.1	  1.0
  61.2	 21.20	 35.6	 35.9\  25.8	  23.2	   32.0	  147.8	  51.1	  1.0
  81.5	 21.20	 42.3	 42.6\  25.9	  23.3	   31.0	  148.1	  52.8	  1.0
 101.8	 28.05	 44.6	 45.0\  25.9	  23.2	   30.3	  148.0	  53.1	  1.0
 122.1	 28.26	 45.3	 45.7\  25.8	  23.1	   29.6	  147.8	  52.0	304.0
 142.3	 28.26	 45.6	 45.9\  25.7	  23.0	   29.9	  147.8	  51.4	3534.0
 162.6	 28.03	 45.6	 46.0\  25.8	  23.0	   30.1	  147.8	  51.5	3525.0
 182.9	 28.03	 45.8	 46.2\  25.7	  23.0	   30.0	  147.8	  51.2	3494.0
 203.2	 28.35	 45.5	 45.9\  25.7	  23.0	   30.0	  147.8	  51.3	3529.0
 223.4	 28.35	 45.5	 45.9\  25.7	  23.0	   30.1	  147.8	  51.3	3518.0
 243.7	 28.61	 46.0	 46.4\  25.6	  23.0	   30.1	  147.8	  51.1	3409.0
 264.0	 28.61	 45.4	 45.9\  25.7	  22.9	   30.0	  147.8	  51.3	3518.0
 284.3	 28.81	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.3	3515.0
 304.6	 28.81	 45.5	 45.9\  25.6	  22.9	   30.1	  147.8	  51.2	3512.0
 324.8	 29.00	 45.6	 46.0\  25.7	  22.9	   30.1	  147.8	  51.1	3503.0
 345.1	 29.14	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.3	3517.0
 365.4	 29.14	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.4	3518.0
 385.7	 29.30	 45.3	 45.8\  25.6	  22.9	   30.0	  147.8	  51.3	3514.0
 406.0	 29.30	 45.4	 45.8\  25.7	  22.9	   30.0	  147.8	  51.1	3508.0
 426.3	 29.42	 45.5	 45.9\  25.6	  22.9	   30.1	  147.8	  51.1	3510.0
 446.5	 29.42	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.2	3509.0
 466.8	 29.53	 45.5	 45.9\  25.6	  22.9	   30.0	  147.7	  51.2	3511.0
 487.1	 29.53	 45.5	 45.9\  25.6	  22.9	   30.1	  147.7	  51.1	3506.0
 507.4	 29.69	 45.9	 46.2\  25.6	  22.9	   30.0	  147.8	  51.2	3469.0
 527.7	 29.69	 45.3	 45.8\  25.6	  22.9	   30.0	  147.8	  51.3	3517.0
 548.0	 29.77	 45.3	 45.8\  25.6	  22.9	   30.0	  147.8	  51.3	3521.0
 568.2	 29.82	 45.4	 45.8\  25.6	  22.9	   30.1	  147.8	  51.2	3523.0
 588.5	 29.82	 45.6	 46.0\  25.6	  22.9	   30.0	  147.8	  51.1	3510.0
 608.7	 29.96	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.2	3507.0
 629.0	 29.96	 45.3	 45.8\  25.6	  22.9	   30.0	  147.8	  51.4	3515.0
 649.2	 30.06	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.3	3514.0
 669.5	 30.06	 45.4	 45.8\  25.6	  22.9	   30.0	  147.7	  51.1	3509.0
 689.8	 30.11	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3509.0
 710.1	 30.11	 45.4	 45.9\  25.6	  22.9	   30.0	  147.8	  51.2	3513.0
 730.4	 30.14	 45.5	 45.8\  25.6	  22.9	   30.0	  147.8	  51.1	3512.0
 750.7	 30.14	 45.5	 45.9\  25.6	  22.9	   30.1	  147.8	  51.1	3516.0
 770.9	 30.19	 45.5	 45.9\  25.7	  22.9	   30.0	  147.8	  51.1	3518.0
 791.2	 30.32	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3523.0
 811.5	 30.32	 45.3	 45.7\  25.6	  22.9	   30.0	  147.8	  51.4	3527.0
 831.8	 30.30	 45.3	 45.7\  25.7	  22.9	   30.0	  147.8	  51.3	3527.0
 852.1	 30.30	 45.5	 45.9\  25.6	  22.9	   30.1	  147.8	  51.1	3522.0
 872.4	 30.43	 45.3	 45.7\  25.6	  22.9	   30.0	  147.8	  51.1	3532.0
 892.6	 30.43	 45.3	 45.7\  25.6	  22.9	   30.0	  147.8	  51.1	3532.0
 912.9	 30.45	 45.3	 45.8\  25.6	  22.9	   30.1	  147.8	  51.0	3532.0
 933.2	 30.45	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.0	3532.0
 953.5	 30.44	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.0	3536.0
 973.8	 30.44	 45.4	 45.8\  25.7	  22.9	   30.0	  147.8	  51.0	3536.0
 994.0	 30.49	 45.4	 45.9\  25.6	  22.9	   30.1	  147.7	  51.0	3536.0
1014.3	 30.56	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.0	3539.0
1034.6	 30.56	 45.4	 45.8\  25.6	  22.9	   30.0	  147.7	  51.1	3539.0
1054.9	 30.56	 45.5	 45.8\  25.6	  22.9	   30.1	  147.8	  51.0	3531.0
1075.2	 30.56	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3543.0
1095.5	 30.64	 45.5	 45.9\  25.6	  22.9	   30.0	  147.7	  51.1	3549.0
1115.7	 30.64	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3552.0
1136.0	 30.70	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3551.0
1156.3	 30.70	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3550.0
1176.6	 30.74	 45.5	 46.0\  25.6	  22.9	   30.0	  147.8	  51.0	3549.0
1196.8	 30.74	 45.5	 46.0\  25.6	  22.9	   30.0	  147.8	  51.1	3551.0
1217.1	 30.80	 45.6	 46.1\  25.6	  22.9	   30.0	  147.8	  51.1	3544.0
1237.4	 30.84	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.2	3567.0
1257.7	 30.84	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.1	3564.0
1277.9	 30.85	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3564.0
1298.2	 30.85	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3563.0
1318.5	 30.83	 45.5	 45.9\  25.6	  22.9	   30.0	  147.7	  51.1	3563.0
1338.8	 30.83	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3565.0
1359.1	 30.88	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3562.0
1379.4	 30.88	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3563.0
1399.7	 30.92	 45.5	 46.0\  25.6	  22.9	   30.0	  147.8	  51.0	3565.0
1420.0	 30.92	 45.6	 46.0\  25.6	  22.9	   30.0	  147.8	  51.0	3557.0
1440.3	 30.96	 45.6	 46.0\  25.6	  22.9	   30.0	  147.8	  51.0	3567.0
1460.5	 30.99	 45.3	 45.8\  25.6	  22.9	   30.0	  147.8	  51.1	3577.0
1480.8	 30.99	 45.4	 45.8\  25.6	  22.9	   30.0	  147.7	  51.0	3575.0
1501.1	 30.99	 45.5	 45.9\  25.6	  23.0	   30.1	  147.8	  51.0	3567.0
1521.4	 30.99	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.1	3571.0
1541.7	 31.02	 45.5	 45.9\  25.6	  22.9	   30.0	  147.7	  51.0	3571.0
1562.0	 31.02	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3571.0
1582.3	 31.02	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3574.0
1602.6	 31.02	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.1	3576.0
1622.9	 31.03	 45.6	 46.0\  25.6	  23.0	   30.0	  147.7	  51.0	3571.0
1643.2	 31.03	 45.5	 45.8\  25.6	  22.9	   30.0	  147.8	  51.1	3584.0
1663.4	 31.13	 45.3	 45.7\  25.6	  22.9	   30.0	  147.7	  51.1	3587.0
1683.7	 31.09	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.0	3585.0
1704.0	 31.09	 45.5	 45.8\  25.6	  22.9	   30.0	  147.8	  51.1	3585.0
1724.3	 31.16	 45.4	 45.8\  25.6	  22.9	   30.0	  147.8	  51.0	3580.0
1744.5	 31.16	 45.5	 45.8\  25.6	  22.9	   30.0	  147.8	  51.0	3581.0
1764.8	 31.16	 45.5	 45.9\  25.6	  22.9	   30.0	  147.8	  51.0	3590.0
1785.1	 31.16	 45.5	 45.9\  25.6	  22.9	   30.1	  147.7	  51.1	3591.0
