,Date,Power,Wavelength
0,30-Jan-2020 13:56:18,356.0,680.0
1,30-Jan-2020 13:56:21,2016.0,730.0
2,30-Jan-2020 13:56:24,2759.0,780.0
3,30-Jan-2020 13:56:27,3026.0,830.0
4,30-Jan-2020 13:56:28,2531.0,880.0
5,30-Jan-2020 13:56:30,1891.0,930.0
6,30-Jan-2020 13:56:32,1407.0,980.0
7,30-Jan-2020 13:56:34,645.0,1030.0
