,Date,Power,Wavelength
0,30-Jan-2020 13:55:34,390.0,680.0
1,30-Jan-2020 13:55:37,1974.0,730.0
2,30-Jan-2020 13:55:40,2692.0,780.0
3,30-Jan-2020 13:55:42,2940.0,830.0
4,30-Jan-2020 13:55:45,2469.0,880.0
5,30-Jan-2020 13:55:47,1861.0,930.0
6,30-Jan-2020 13:55:49,1383.0,980.0
7,30-Jan-2020 13:55:50,647.0,1030.0
