,Date,Power,Wavelength
0,30-Jan-2020 10:05:58,14.0,680.0
1,30-Jan-2020 10:06:01,8.0,730.0
2,30-Jan-2020 10:06:04,8.0,780.0
3,30-Jan-2020 10:06:06,9.0,830.0
4,30-Jan-2020 10:06:08,9.0,880.0
5,30-Jan-2020 10:06:10,9.0,930.0
6,30-Jan-2020 10:06:12,10.0,980.0
7,30-Jan-2020 10:06:14,8.0,1030.0
