,Date,Power,Wavelength
0,30-Jan-2020 14:06:10,548.0,680.0
1,30-Jan-2020 14:06:13,2231.0,730.0
2,30-Jan-2020 14:06:16,3071.0,780.0
3,30-Jan-2020 14:06:19,3216.0,830.0
4,30-Jan-2020 14:06:20,2668.0,880.0
5,30-Jan-2020 14:06:22,1942.0,930.0
6,30-Jan-2020 14:06:24,1453.0,980.0
7,30-Jan-2020 14:06:26,749.0,1030.0
