,Date,Power,Wavelength
0,13-Mar-2020 10:21:17,818.0,680.0
1,13-Mar-2020 10:21:20,2472.0,730.0
2,13-Mar-2020 10:21:23,3246.0,780.0
3,13-Mar-2020 10:21:25,3412.0,830.0
4,13-Mar-2020 10:21:27,2754.0,880.0
5,13-Mar-2020 10:21:29,1914.0,930.0
6,13-Mar-2020 10:21:31,1325.0,980.0
7,13-Mar-2020 10:21:32,832.0,1030.0
