,Date,Power,Wavelength
0,30-Jan-2020 10:04:27,15.0,680.0
1,30-Jan-2020 10:04:30,8.0,730.0
2,30-Jan-2020 10:04:33,8.0,780.0
3,30-Jan-2020 10:04:35,9.0,830.0
4,30-Jan-2020 10:04:37,9.0,880.0
5,30-Jan-2020 10:04:39,9.0,930.0
6,30-Jan-2020 10:04:41,11.0,980.0
7,30-Jan-2020 10:04:43,8.0,1030.0
